模组,键,说明,默认值,可选值,枚举原文及含义,client原始字段,原始tags,权限,参考配置支持,Wildwise 对应配置,Wildwise 边界,评估,源码,源码定位
Insight,boss_indicator_prefabs,boss_indicator_prefabs,"[""minotaur"", ""bearger"", ""deerclops"", ""dragonfly"", ""antlion"", ""beequeen"", ""crabking"", ""klaus"", ""malbatross"", ""moose"", ""stalker_atrium"", ""toadstool"", ""eyeofterror"", ""twinofterror1"", ""twinofterror2"", ""daywalker""]",minotaur / bearger / deerclops / dragonfly / antlion / beequeen / crabking / klaus / malbatross / moose / stalker_atrium / toadstool / eyeofterror / twinofterror1 / twinofterror2 / daywalker / ancient_herald / ancient_hulk / pugalisk / twister / twister_seal / tigershark / kraken / antqueen（候选全集；实际只显示运行时已注册prefab，unique也接受已有名称）,<dynamic>,true,"[""dynamic_option_strings"", ""richtext""]",个人优先,✅,❌,只支持队友/临时点/已穿越虫洞/信号火，不支持这些实体追踪及多选列表。,死亡点、已发现入口优先；隐藏目标透视可忽略,/tmp/wildwise-research/insight/modinfo.lua,[boss_indicator_prefabs](/tmp/wildwise-research/insight/modinfo.lua:7898)
Insight,miniboss_indicator_prefabs,miniboss_indicator_prefabs,"[""leif"", ""warg"", ""spat"", ""spiderqueen"", ""claywarg"", ""gingerbreadwarg"", ""lordfruitfly"", ""stalker""]",leif / warg / spat / spiderqueen / claywarg / gingerbreadwarg / lordfruitfly / stalker / ancient_robot_ribs / ancient_robot_claw / ancient_robot_leg / ancient_robot_head / treeguard（候选全集；实际只显示运行时已注册prefab，unique也接受已有名称）,<dynamic>,true,"[""dynamic_option_strings"", ""richtext""]",个人优先,✅,❌,只支持队友/临时点/已穿越虫洞/信号火，不支持这些实体追踪及多选列表。,死亡点、已发现入口优先；隐藏目标透视可忽略,/tmp/wildwise-research/insight/modinfo.lua,[miniboss_indicator_prefabs](/tmp/wildwise-research/insight/modinfo.lua:7921)
Insight,notable_indicator_prefabs,notable_indicator_prefabs,"[""chester_eyebone"", ""hutch_fishbowl"", ""atrium_key"", ""klaus_sack"", ""gingerbreadpig"", ""wanderingtrader""]",chester_eyebone / hutch_fishbowl / atrium_key / klaus_sack / gingerbreadpig / wanderingtrader（候选全集；实际只显示运行时已注册prefab，unique也接受已有名称）,<dynamic>,true,"[""dynamic_option_strings"", ""richtext""]",个人优先,✅,❌,只支持队友/临时点/已穿越虫洞/信号火，不支持这些实体追踪及多选列表。,死亡点、已发现入口优先；隐藏目标透视可忽略,/tmp/wildwise-research/insight/modinfo.lua,[notable_indicator_prefabs](/tmp/wildwise-research/insight/modinfo.lua:7944)
Insight,unique_info_prefabs,unique_info_prefabs,"[""alterguardianhat"", ""batbat"", ""eyeplant"", ""ancient_statue"", ""armordreadstone"", ""voidcloth_scythe"", ""lunarthrall_plant"", ""shadow_battleaxe""]",alterguardianhat / batbat / eyeplant / ancient_statue / armordreadstone / voidcloth_scythe / lunarthrall_plant / shadow_battleaxe（候选全集；实际只显示运行时已注册prefab，unique也接受已有名称）,<dynamic>,false,"[""dynamic_option_strings"", ""richtext""]",服主/共享配置,✅,❌,未提供此项独立配置；具体信息是否部分覆盖见功能矩阵，不能由 schema 名称推定。,依功能矩阵优先级分批评估,/tmp/wildwise-research/insight/modinfo.lua,[unique_info_prefabs](/tmp/wildwise-research/insight/modinfo.lua:7968)
Global Positions,SHOWPLAYERSOPTIONS,Player Indicators,2,3 / 2 / 1,"[{""description"": ""Always"", ""data"": 3}, {""description"": ""Scoreboard"", ""data"": 2}, {""description"": ""Never"", ""data"": 1}]",—,—,服主,✅,✅,个人 map.indicators：always/scoreboard/off；off 仅关闭屏边提示，不隐藏地图名字。,保留并明确语义差别,/tmp/wildwise-research/global-positions/modinfo.lua,[SHOWPLAYERSOPTIONS](/tmp/wildwise-research/global-positions/modinfo.lua:44)
Global Positions,SHOWPLAYERICONS,Player Icons,true,true / false,"[{""description"": ""Show"", ""data"": true}, {""description"": ""Hide"", ""data"": false}]",—,—,服主,✅,❌,位置共享开关控制是否向他人分享；没有只隐藏接收方地图玩家图标的开关。,应补,/tmp/wildwise-research/global-positions/modinfo.lua,[SHOWPLAYERICONS](/tmp/wildwise-research/global-positions/modinfo.lua:55)
Global Positions,FIREOPTIONS,Show Fires,2,1 / 2 / 3,"[{""description"": ""Always"", ""data"": 1}, {""description"": ""Charcoal"", ""data"": 2}, {""description"": ""Disabled"", ""data"": 3}]",—,—,服主,✅,❌,信号火固定木炭触发；火图标与标记都跟随 map_enabled，无独立许可。,应补独立服主许可和个人显示开关,/tmp/wildwise-research/global-positions/modinfo.lua,[FIREOPTIONS](/tmp/wildwise-research/global-positions/modinfo.lua:65)
Global Positions,SHOWFIREICONS,Fire Icons,true,true / false,"[{""description"": ""Show"", ""data"": true}, {""description"": ""Hide"", ""data"": false}]",—,—,服主,✅,❌,信号火固定木炭触发；火图标与标记都跟随 map_enabled，无独立许可。,应补独立服主许可和个人显示开关,/tmp/wildwise-research/global-positions/modinfo.lua,[SHOWFIREICONS](/tmp/wildwise-research/global-positions/modinfo.lua:77)
Global Positions,SHAREMINIMAPPROGRESS,Share Map,true,true / false,"[{""description"": ""Enabled"", ""data"": true}, {""description"": ""Disabled"", ""data"": false}]",—,—,服主,✅,✅,map_share_exploration auto/on/off + 个人分享开关；只回放获准来源点。,保留,/tmp/wildwise-research/global-positions/modinfo.lua,[SHAREMINIMAPPROGRESS](/tmp/wildwise-research/global-positions/modinfo.lua:88)
Global Positions,OVERRIDEMODE,Wilderness Override,false,true / false,"[{""description"": ""Enabled"", ""data"": true}, {""description"": ""Disabled"", ""data"": false}]",—,—,服主,✅,❌,可通过 on 覆盖位置/探索默认规则，但没有荒野全部火堆暴露的预设。,可忽略原版荒野火堆玩法,/tmp/wildwise-research/global-positions/modinfo.lua,[OVERRIDEMODE](/tmp/wildwise-research/global-positions/modinfo.lua:99)
Global Positions,ENABLEPINGS,Pings,true,true / false,"[{""description"": ""Enabled"", ""data"": true}, {""description"": ""Disabled"", ""data"": false}]",—,—,服主,✅,❌,信号火固定木炭触发；火图标与标记都跟随 map_enabled，无独立许可。,应补独立服主许可和个人显示开关,/tmp/wildwise-research/global-positions/modinfo.lua,[ENABLEPINGS](/tmp/wildwise-research/global-positions/modinfo.lua:110)
Wormhole Marks,Draw over FoW,Draw over FoW,disabled,disabled / enabled,"[{""description"": ""Disabled"", ""data"": ""disabled""}, {""description"": ""Enabled"", ""data"": ""enabled""}]",—,—,服主,✅,❌,固定逐端迷雾限制，无穿透迷雾配置。,可忽略，保留探索边界,/tmp/wildwise-research/wormhole/modinfo.lua,[Draw over FoW](/tmp/wildwise-research/wormhole/modinfo.lua:13)
Auto Stack and Pick Up,SmokePuffOnStacking,Puff On Stack,true,true / false,"[{""description"": ""Yes"", ""data"": true}, {""description"": ""No"", ""data"": false}]",—,—,服主,✅,❌,无烟雾特效及其开关。,可忽略,/home/ubuntu/Steam/steamapps/workshop/content/322330/1803285852/modinfo.lua,[SmokePuffOnStacking](/home/ubuntu/Steam/steamapps/workshop/content/322330/1803285852/modinfo.lua:40)
Auto Stack and Pick Up,AutoStackEnabled,World Drop Auto Stack,true,true / false,"[{""description"": ""On"", ""data"": true}, {""description"": ""Off"", ""data"": false}]",—,—,服主,✅,✅,对应 items_stack_world/items_stack_manual/items_pickup_allowed/items_pickup_existing；拾取额外要求个人 opt-in。,保留更谨慎默认值,/home/ubuntu/Steam/steamapps/workshop/content/322330/1803285852/modinfo.lua,[AutoStackEnabled](/home/ubuntu/Steam/steamapps/workshop/content/322330/1803285852/modinfo.lua:61)
Auto Stack and Pick Up,StackDuringPopulation,World Gen Auto Stack,false,true / false,"[{""description"": ""Yes"", ""data"": true}, {""description"": ""No"", ""data"": false}]",—,—,服主,✅,❌,items_stack_loaded 仅读档恢复合堆，不等价于世界生成+读档统一开关。,保留生成保护；仅需明确文档,/home/ubuntu/Steam/steamapps/workshop/content/322330/1803285852/modinfo.lua,[StackDuringPopulation](/home/ubuntu/Steam/steamapps/workshop/content/322330/1803285852/modinfo.lua:71)
Auto Stack and Pick Up,AutoStackRange,World Auto Stack Range,10,1 / 2 / 3 / 4 / 5 / 6 / 7 / 8 / 9 / 10 / 11 / 12 / 13 / 14 / 15 / 16 / 17 / 18 / 19 / 20 / 21 / 22 / 23 / 24 / 25,"[{""description"": ""1"", ""data"": 1}, {""description"": ""2"", ""data"": 2}, {""description"": ""3"", ""data"": 3}, {""description"": ""4"", ""data"": 4}, {""description"": ""5"", ""data"": 5}, {""description"": ""6"", ""data"": 6}, {""description"": ""7"", ""data"": 7}, {""description"": ""8"", ""data"": 8}, {""description"": ""9"", ""data"": 9}, {""description"": ""10"", ""data"": 10}, {""description"": ""11"", ""data"": 11}, {""description"": ""12"", ""data"": 12}, {""description"": ""13"", ""data"": 13}, {""description"": ""14"", ""data"": 14}, {""description"": ""15"", ""data"": 15}, {""description"": ""16"", ""data"": 16}, {""description"": ""17"", ""data"": 17}, {""description"": ""18"", ""data"": 18}, {""description"": ""19"", ""data"": 19}, {""description"": ""20"", ""data"": 20}, {""description"": ""21"", ""data"": 21}, {""description"": ""22"", ""data"": 22}, {""description"": ""23"", ""data"": 23}, {""description"": ""24"", ""data"": 24}, {""description"": ""25"", ""data"": 25}]",—,—,服主,✅,❌,三种操作共用 items_radius，2/4/6/8；不能分别设置 1～25。,应补独立半径,/home/ubuntu/Steam/steamapps/workshop/content/322330/1803285852/modinfo.lua,[AutoStackRange](/home/ubuntu/Steam/steamapps/workshop/content/322330/1803285852/modinfo.lua:82)
Auto Stack and Pick Up,AutoStackMakeNewStackMainStack,World Auto Stack In,true,true / false,"[{""description"": ""Newest"", ""data"": true}, {""description"": ""Existing"", ""data"": false}]",—,—,服主,✅,❌,固定向较早的合法堆合并，没有 Newest/Existing 选择。,默认保持 Existing；Newest 可忽略,/home/ubuntu/Steam/steamapps/workshop/content/322330/1803285852/modinfo.lua,[AutoStackMakeNewStackMainStack](/home/ubuntu/Steam/steamapps/workshop/content/322330/1803285852/modinfo.lua:115)
Auto Stack and Pick Up,AutoStackTwiggyTreeTwigs,Auto Stack Twiggy Tree Twigs,false,true / false,"[{""description"": ""Yes"", ""data"": true}, {""description"": ""No"", ""data"": false}]",—,—,服主,✅,❌,没有树枝树附近落枝的独立保护条件或配置。,应先补生产机制边界,/home/ubuntu/Steam/steamapps/workshop/content/322330/1803285852/modinfo.lua,[AutoStackTwiggyTreeTwigs](/home/ubuntu/Steam/steamapps/workshop/content/322330/1803285852/modinfo.lua:125)
Auto Stack and Pick Up,AutoStackAsh,Auto Stack Ash,false,true / false,"[{""description"": ""Yes"", ""data"": true}, {""description"": ""No"", ""data"": false}]",—,—,服主,✅,❌,没有按灰烬/粪便/种子及来源划分的过滤选项。,应补可配置过滤,/home/ubuntu/Steam/steamapps/workshop/content/322330/1803285852/modinfo.lua,[AutoStackAsh](/home/ubuntu/Steam/steamapps/workshop/content/322330/1803285852/modinfo.lua:135)
Auto Stack and Pick Up,AutoStackPoop,Auto Stack Poop,false,true / false,"[{""description"": ""Yes"", ""data"": true}, {""description"": ""No"", ""data"": false}]",—,—,服主,✅,❌,没有按灰烬/粪便/种子及来源划分的过滤选项。,应补可配置过滤,/home/ubuntu/Steam/steamapps/workshop/content/322330/1803285852/modinfo.lua,[AutoStackPoop](/home/ubuntu/Steam/steamapps/workshop/content/322330/1803285852/modinfo.lua:145)
Auto Stack and Pick Up,AutoStackSeeds,Auto Stack Seeds,false,true / false,"[{""description"": ""Yes"", ""data"": true}, {""description"": ""No"", ""data"": false}]",—,—,服主,✅,❌,没有按灰烬/粪便/种子及来源划分的过滤选项。,应补可配置过滤,/home/ubuntu/Steam/steamapps/workshop/content/322330/1803285852/modinfo.lua,[AutoStackSeeds](/home/ubuntu/Steam/steamapps/workshop/content/322330/1803285852/modinfo.lua:155)
Auto Stack and Pick Up,AutoStackManuallyDroppedItems,Manual Drop Auto Stack,false,true / false,"[{""description"": ""On"", ""data"": true}, {""description"": ""Off"", ""data"": false}]",—,—,服主,✅,✅,对应 items_stack_world/items_stack_manual/items_pickup_allowed/items_pickup_existing；拾取额外要求个人 opt-in。,保留更谨慎默认值,/home/ubuntu/Steam/steamapps/workshop/content/322330/1803285852/modinfo.lua,[AutoStackManuallyDroppedItems](/home/ubuntu/Steam/steamapps/workshop/content/322330/1803285852/modinfo.lua:174)
Auto Stack and Pick Up,ManualDropStackRange,Manual Auto Stack Range,5,1 / 2 / 3 / 4 / 5 / 6 / 7 / 8 / 9 / 10 / 11 / 12 / 13 / 14 / 15 / 16 / 17 / 18 / 19 / 20 / 21 / 22 / 23 / 24 / 25,"[{""description"": ""1"", ""data"": 1}, {""description"": ""2"", ""data"": 2}, {""description"": ""3"", ""data"": 3}, {""description"": ""4"", ""data"": 4}, {""description"": ""5"", ""data"": 5}, {""description"": ""6"", ""data"": 6}, {""description"": ""7"", ""data"": 7}, {""description"": ""8"", ""data"": 8}, {""description"": ""9"", ""data"": 9}, {""description"": ""10"", ""data"": 10}, {""description"": ""11"", ""data"": 11}, {""description"": ""12"", ""data"": 12}, {""description"": ""13"", ""data"": 13}, {""description"": ""14"", ""data"": 14}, {""description"": ""15"", ""data"": 15}, {""description"": ""16"", ""data"": 16}, {""description"": ""17"", ""data"": 17}, {""description"": ""18"", ""data"": 18}, {""description"": ""19"", ""data"": 19}, {""description"": ""20"", ""data"": 20}, {""description"": ""21"", ""data"": 21}, {""description"": ""22"", ""data"": 22}, {""description"": ""23"", ""data"": 23}, {""description"": ""24"", ""data"": 24}, {""description"": ""25"", ""data"": 25}]",—,—,服主,✅,❌,三种操作共用 items_radius，2/4/6/8；不能分别设置 1～25。,应补独立半径,/home/ubuntu/Steam/steamapps/workshop/content/322330/1803285852/modinfo.lua,[ManualDropStackRange](/home/ubuntu/Steam/steamapps/workshop/content/322330/1803285852/modinfo.lua:184)
